feature,fraud_mean,fn_mean,fn_std,deviation_from_fraud,abs_deviation
C13,18.6642880311385,26.01301518438178,94.98752970833416,0.08278884080960935,0.08278884080960935
id_11,99.89610121755139,99.9532104128095,0.4823326970466826,0.08239136522141118,0.08239136522141118
D5,11.13947453778787,14.105567606652205,44.325795111311294,0.08191844636194245,0.08191844636194245
V317,164.36527623830196,210.7753172693094,539.0069405150805,0.08150359549769452,0.08150359549769452
id_24,11.058709049626987,11.002892263195951,0.10755953134800895,-0.0811421928022216,0.0811421928022216
V116,1.0723321440155693,1.046999276934201,0.22173021605430412,-0.08054588630994762,0.08054588630994762
V325,0.010055141096334739,0.018799710773680405,0.15100054034243682,0.08014769207181657,0.08014769207181657
TransactionAmt,152.321933506325,172.67111135213304,284.9204739929541,0.08008918447831241,0.08008918447831241
V110,1.0418423613363608,1.0238611713665944,0.15267177070235974,-0.07951579807793732,0.07951579807793732
V297,0.08141420694129095,0.10845986984815618,0.3987417071281311,0.07951417763137081,0.07951417763137081
id_10,-0.07460265974699967,-0.0072306579898770785,0.19007138087153438,0.07950979351798809,0.07950979351798809
V38,1.9059357768407394,1.6724511930585684,3.2851263712821517,-0.07812630495958453,0.07812630495958453
V128,159.5059157865526,202.8586863657744,635.115272857384,0.07768134274071486,0.07768134274071486
V319,15.456158370736587,23.198912912232238,135.06823618969216,0.0743596296563288,0.0743596296563288
V313,45.76734944941199,58.55027812439207,178.98108262192108,0.07391115193392353,0.07391115193392353
id_04,-0.06389879987025625,-0.0072306579898770785,0.19007138087153438,0.07305537640616776,0.07305537640616776
V4,0.9500486539085307,0.9269703543022415,0.39864459740407204,-0.07226745442378632,0.07226745442378632
V119,1.0051897502432696,1.0,0.0,-0.07221587174782114,0.07221587174782114
V118,1.0051897502432696,1.0,0.0,-0.07221587174782114,0.07221587174782114
V117,1.0051897502432696,1.0,0.0,-0.07221587174782114,0.07221587174782114
C4,10.52319169639961,4.189443239334779,63.00491772017232,-0.07122063478298882,0.07122063478298882
V327,0.03211157963023029,0.052060737527114966,0.3611483001709791,0.07063686812866864,0.07063686812866864
id_23,1.9828089523191696,1.9956616052060738,0.09308186036401084,0.07061872755780872,0.07061872755780872
V137,22.400261977953914,31.226702802524304,155.92682940617445,0.07023657946856633,0.07023657946856633
V321,24.78023654208955,33.889037065374964,154.06489906551465,0.0693712810663267,0.0693712810663267
card1,9748.34965942264,10076.0007230658,4797.411943463025,0.0693276523449644,0.0693276523449644
V234,0.7547843010055141,0.45770065075921906,4.095572729507326,-0.06927153304946496,0.06927153304946496
V135,15.66983706913248,22.769038307261656,141.1440114817419,0.06731457838748353,0.06731457838748353
C11,16.307817061303925,9.741865509761388,71.30234054359595,-0.06645339825943078,0.06645339825943078
V126,83.01137477300634,103.5749336761232,386.159606241424,0.06528341326055546,0.06528341326055546
V251,0.9896204995134609,0.9175704989154013,0.3074132740129014,-0.06387264511788641,0.06387264511788641
V101,0.32825170288679856,0.2754880694143167,0.7655947649409742,-0.06314647676547644,0.06314647676547644
V143,0.08498216023353876,0.05639913232104121,0.35442302195848036,-0.06313311140087889,0.06313311140087889
V286,0.02270515731430425,0.03181489515545915,0.17557048756024368,0.061144918828144455,0.061144918828144455
V316,61.02098859520342,76.23379215052915,299.98805049489124,0.06096354593660972,0.06096354593660972
V102,0.8400908206292572,0.9963846710050615,2.516369263761336,0.060802985802634456,0.060802985802634456
id_09,0.06487187804086929,0.02024584237165582,0.27881431352796554,-0.06067831157015857,0.06067831157015857
id_03,0.04865390853065196,0.007953723788864787,0.15894120785075008,-0.06037259404766396,0.06037259404766396
V324,0.1719104768083036,0.21836587129428778,0.9380420794088979,0.05965692939587507,0.05965692939587507
id_20,452.9620499513461,459.6767895878525,84.51646122360454,0.05944625353129999,0.05944625353129999
id_05,0.4557249432371067,0.23716558206796817,3.284420277961969,-0.0593505967688327,0.0593505967688327
V106,0.1216347713266299,0.1467823571945047,0.4790873963588131,0.05770203032859664,0.05770203032859664
V336,2.2961401232565684,3.7809110629067244,34.88518086154128,0.057701002779142176,0.057701002779142176
V152,1.5154070710347065,1.2740419378163412,3.7962905675795153,-0.05587714424463032,0.05587714424463032
V207,5.482130337720408,8.405487286725599,76.43799460306894,0.05495432951569986,0.05495432951569986
V133,114.06414970808744,137.74639166599584,447.3561924877554,0.05494891787880086,0.05494891787880086
V332,27.715212455400582,36.31308749096168,201.83882150065457,0.05463434248094435,0.05463434248094435
V223,0.0447615958481998,0.033261026753434564,0.17938226685581662,-0.05438447709295863,0.05438447709295863
V256,1.049626986701265,0.9443239334779465,0.9227440291472595,-0.054209886056717234,0.054209886056717234
V334,1.2179695102173207,2.353579175704989,30.498915780865175,0.05412666187083471,0.05412666187083471
V215,44.91687941481609,28.292263283388216,403.86859935023847,-0.05340668611202682,0.05340668611202682
card4,2.629257216996432,2.6594360086767894,0.5581875518532915,0.05289511046045913,0.05289511046045913
V282,1.3490107038598766,1.4273318872017353,1.946544464094611,0.05243399588310875,0.05243399588310875
V121,1.009406422315926,1.0144613159797542,0.11942570512731132,0.05235782393062941,0.05235782393062941
V138,0.03957184560493026,0.01373825018076645,0.2130662596548395,-0.05232767124028374,0.05232767124028374
V255,1.0441128770677912,0.9443239334779465,0.9227440291472595,-0.0514363017517185,0.0514363017517185
V250,0.9734025300032436,0.9175704989154013,0.3074132740129014,-0.04982581573910222,0.04982581573910222
C6,13.284787544599416,9.323933477946493,67.53610214156599,-0.04294533365725595,0.04294533365725595
V206,0.9958889092325661,1.665429793142014,22.80559967255503,0.042901500405513535,0.042901500405513535
V318,119.08077436695228,140.64892399319686,464.9532067759819,0.04222504569179996,0.04222504569179996
id_22,14.064223159260461,14.013738250180767,0.5109077739030427,-0.04175580090543725,0.04175580090543725
V122,1.0061628284138826,1.0093998553868402,0.09653100954181959,0.04135501825151789,0.04135501825151789
V311,2.730015743563711,3.853343917421905,32.48814863178673,0.04133468698482403,0.04133468698482403
V166,40.02757054816737,25.77368040491685,408.92721901341844,-0.041114514843893786,0.041114514843893786
V203,138.1006843937785,105.38089095554918,1152.9541412743988,-0.04060975257590585,0.04060975257590585
V150,1.8747972753811222,1.5328994938539406,7.474909941571806,-0.040558783347745694,0.040558783347745694
V272,5.384373986407839,4.023044543600737,30.170960204730648,-0.039889311755786805,0.039889311755786805
V227,0.2221861822899773,0.11569052783803326,1.6480241899002332,-0.039752770268279676,0.039752770268279676
V271,5.983787413042473,4.320897759687875,33.91382873784567,-0.0393509663687914,0.0393509663687914
V329,0.08498216023353876,0.1019522776572668,0.481664330616332,0.03821590571787749,0.03821590571787749
V26,1.0136230943885824,1.0202458423716558,0.2108372058283368,0.03615229229953992,0.03615229229953992
V205,2.488426157146779,3.303004788214628,29.664020411370565,0.03614619091058304,0.03614619091058304
V270,4.457277213370997,3.410246278958655,26.412757798689945,-0.03573955198712938,0.03573955198712938
V141,0.006487187804086928,0.009399855386840203,0.10375651211397394,0.034576442191897844,0.034576442191897844
V142,0.006487187804086928,0.009399855386840203,0.10375651211397394,0.034576442191897844,0.034576442191897844
D8,41.38862311100074,43.669679445885954,64.93821530107418,0.033276686696679325,0.033276686696679325
V322,0.1132014271813169,0.1301518438177874,0.58476352915599,0.0322861952350967,0.0322861952350967
V115,1.0875770353551735,1.076644974692697,0.28956231340567057,-0.031970803833214975,0.031970803833214975
D7,3.8349010703859876,2.937816341287057,29.147668500581496,-0.03139071358528887,0.03139071358528887
V240,1.000973078170613,1.0,0.0,-0.031204327256886752,0.031204327256886752
V241,1.000973078170613,1.0,0.0,-0.031204327256886752,0.031204327256886752
V109,1.052546221213104,1.0448300795372378,0.21388240657265525,-0.030956102922265114,0.030956102922265114
id_12,0.934479403178722,0.9269703543022415,0.26027927473602325,-0.030341754973079275,0.030341754973079275
id_38,0.09244242620823873,0.08387563268257411,0.2773014819167808,-0.029571618464753098,0.029571618464753098
V25,0.9980538436587739,0.9942154736080984,0.13165352664219135,-0.029001017821531024,0.029001017821531024
V104,0.09049626986701265,0.1005061460592914,0.36787578687847966,0.02814823076345969,0.02814823076345969
D3,9.67693804735647,8.942877801879971,27.41066910900109,-0.02743658704550233,0.02743658704550233
id_21,254.91404476159585,253.7932031814895,31.906462153328054,-0.02706002065305238,0.02706002065305238
V266,2.0605221337557533,1.6719637787695476,14.303338098685506,-0.02675559958197974,0.02675559958197974
V208,4.021685806915353,3.4185797545846097,21.81929930612885,-0.02665014786861786,0.02665014786861786
id_33,128.40058384690238,129.07230657989876,19.41475056036726,0.026549424845754857,0.026549424845754857
V163,0.21407719753486865,0.28922631959508316,3.2036869895761395,0.02635487019913583,0.02635487019913583
V161,0.21407719753486865,0.28922631959508316,3.2036869895761395,0.02635487019913583,0.02635487019913583
V301,0.10379500486539085,0.11352133044107014,0.3853101736254075,0.024625745960528436,0.024625745960528436
C3,0.0012974375608173856,0.0021691973969631237,0.04654093018200542,0.02421391958068978,0.02421391958068978
id_30,42.21991566655855,42.02024584237166,6.372507493011703,-0.023865501494849756,0.023865501494849756
V103,0.5147583522542978,0.544468546637744,1.3912625798614904,0.02270733600608173,0.02270733600608173
V268,3.7319578790370804,3.285279323808197,20.827317950030686,-0.022337472702833497,0.022337472702833497
V120,1.0016217969510217,1.0007230657989876,0.026889882837002246,-0.02233127733791327,0.02233127733791327
V134,86.57428593037,95.57014435818466,416.7640239446201,0.02220890151479057,0.02220890151479057
V225,0.09892961401232565,0.08676789587852494,0.4545857773973961,-0.02171385760098756,0.02171385760098756
D13,2.3347388906908857,1.96529284164859,17.162506126397716,-0.02165527617604133,0.02165527617604133
id_18,14.941939669153422,14.95589298626175,0.49036259964756324,0.02120396358008346,0.02120396358008346
id_25,321.2046707752189,320.94793926247286,10.456312934927134,-0.019712621517597183,0.019712621517597183
V267,6.8072679368389375,7.454510635167726,38.85539700705522,0.01912063883620331,0.01912063883620331
V165,32.92756395961725,28.037527044355567,301.7571721086759,-0.019115705192962483,0.019115705192962483
V132,51.099877906549374,55.50499617493161,276.8173096337843,0.018883945263475196,0.018883945263475196
id_14,-299.7664612390529,-300.6073752711497,32.59506640076398,-0.018012180155201396,0.018012180155201396
V14,0.9996756406097956,1.0,0.0,0.018009980294391877,0.018009980294391877
V174,0.07719753486863444,0.08170643528561099,0.27664410885007384,0.016814177972614804,0.016814177972614804
id_08,-34.19980538436588,-34.130151843817785,4.498317153427133,0.01598741198260471,0.01598741198260471
id_07,13.850794680506,13.88647866955893,1.5285931670249964,0.015943181479935894,0.015943181479935894
V338,9.401232565682777,10.364425162689805,65.12297356354611,0.015928234331712053,0.015928234331712053
V224,0.23418747972753812,0.20462762111352134,1.3506418003881597,-0.015717633594382836,0.015717633594382836
V210,4.967596900103504,4.576678034712764,26.425631942057525,-0.01465016174472766,0.01465016174472766
TransactionDT,14523554.110930912,14512964.993492408,757961.9256481745,-0.013712551265134449,0.013712551265134449
addr1,304.62309438858256,305.6240057845264,94.94099196799465,0.012408843439254524,0.012408843439254524
V5,0.9828089523191696,0.9783080260303688,0.4495931918876071,-0.012105092725657319,0.012105092725657319
id_36,0.011028219266947779,0.012292118582791034,0.11022616528671929,0.012100334821831791,0.012100334821831791
V175,0.09698345767109957,0.1012292118582791,0.36072357571295244,0.011874681783263447,0.011874681783263447
V333,20.127148880960103,21.465654374548084,125.50620546861744,0.011849994691323074,0.011849994691323074
V162,0.3081414206941291,0.3543022415039769,4.010333243247748,0.011130691317971396,0.011130691317971396
V169,0.4002594875121635,0.4237165582067968,2.159638660497447,0.010921949589339128,0.010921949589339128
V159,9.304537772822991,7.920448286672993,126.14392337829122,-0.010671176607033048,0.010671176607033048
V95,0.5108660395718456,0.5213304410701374,1.0621500026205726,0.010087839775640718,0.010087839775640718
C14,8.623743107362959,8.046999276934201,49.11117327904545,-0.008890824800308526,0.008890824800308526
V209,5.606584898806067,5.852889169926067,32.82895189900702,0.008237516405163531,0.008237516405163531
V173,0.016217969510217322,0.015184381778741865,0.12233003206802658,-0.008181429980659368,0.008181429980659368
V160,214.8498051309601,235.82473280459146,3454.698197526407,0.0069744734008149265,0.0069744734008149265
dist2,56.72461887771651,55.951554591467826,120.99495795715922,-0.00696572040869414,0.00696572040869414
V269,0.5874148556600713,0.6579898770788142,11.866394107975765,0.0065481928362042694,0.0065481928362042694
D2,92.64709698345767,93.09110629067246,102.37485573041359,0.005365392700593461,0.005365392700593461
V339,7.9701589361012,7.673174258857556,59.48510542613075,-0.005166307639868587,0.005166307639868587
V331,16.27473240350308,15.77006507592191,110.88596925246219,-0.004831396317868634,0.004831396317868634
V172,0.03957184560493026,0.04049168474331164,0.2078984251427286,0.004601207203332432,0.004601207203332432
V337,7.176451508271165,6.952277657266811,57.90779917882147,-0.004016017847832386,0.004016017847832386
addr2,86.96659098280895,86.97396963123644,0.9680357821320809,0.0038895274492068825,0.0038895274492068825
V300,0.08790139474537788,0.08893709327548807,0.3487218106882926,0.0029071140182290386,0.0029071140182290386
V330,0.06454751865066494,0.0636297903109183,0.33640710216686304,-0.0025280434549718642,0.0025280434549718642
V328,0.05124878365228673,0.05061460592913955,0.2749252991357682,-0.002167231923640097,0.002167231923640097
V220,0.265001621796951,0.2675343456254519,1.674489855164738,0.0016382257326218324,0.0016382257326218324
M1,1.0,1.0,0.0,,
V1,1.0,1.0,0.0,,
V27,0.0,0.0,0.0,,
V28,0.0,0.0,0.0,,
V41,1.0,1.0,0.0,,
V65,1.0,1.0,0.0,,
V68,0.0,0.0,0.0,,
V88,1.0,1.0,0.0,,
V89,0.0,0.0,0.0,,
V107,1.0,1.0,0.0,,
V305,1.0,1.0,0.0,,
id_27,0.0,0.0,0.0,,
