feature,xgb_gain,shap_mean_abs,perm_importance,mutual_info,xgb_gain_norm,shap_mean_abs_norm,perm_importance_norm,mutual_info_norm,composite_score
V242,32.08591079711914,0.000394294,-4.803666283081931e-06,0.0251802884909329,0.004685860558915126,0.0015325724,0.052342129531103204,0.7385894955291122,0.19928751451428492
C8,351.54095458984375,0.029975982,0.00035618491230420267,0.01863802225065836,0.05133941512122585,0.11651296,0.06685416448891618,0.5466914112890736,0.19534948814621828
V186,12.280007362365723,8.641523e-05,6.516930928190945e-06,0.024700314629901632,0.00179338534368996,0.0003358854,0.05279722676192484,0.7245108779622842,0.19485934386358683
V228,56.567771911621094,0.0004933635,-0.00011319838458108133,0.023642986049989823,0.008261217609885383,0.0019176432,0.04798457354598356,0.6934972625810792,0.18791517424416745
C10,188.4597625732422,0.027521787,0.0011801475997978317,0.016837798030187034,0.027522864286705993,0.10697381,0.09997813581132148,0.4938871434064405,0.18209048887213256
V245,54.87834930419922,0.0013188617,6.866716136872952e-05,0.021904906430283422,0.008014492534399339,0.0051262537,0.055295716659635404,0.6425158232710954,0.17773807154171914
D10,105.4387435913086,0.07037071,0.002540596955273844,0.009038245019085123,0.015398386322897792,0.27352232,0.15466930826410397,0.26511026001621757,0.17717506800318367
id_31,61.88105392456055,0.02349091,-0.0005998364871755424,0.01969794506436129,0.009037174969495744,0.091306284,0.028421325355994016,0.5777811208670453,0.1766364763156375
V86,50.69445037841797,0.004049646,-0.0002829011173072438,0.02185955431493314,0.007403471482736812,0.015740478,0.04116238543300705,0.6411855527299216,0.1763729720142456
V176,51.14954376220703,0.0002963977,-9.872061545315169e-05,0.022043936724135405,0.007469933804819683,0.0011520614,0.048566591660013335,0.6465938668819291,0.175945613434596
V229,26.155441284179688,0.00052789785,-0.00015516881586403742,0.022211312294316166,0.003819768479988488,0.002051874,0.04629732801495778,0.6515033355716234,0.17591807653261968
D11,79.70320892333984,0.051711015,0.0010462375300909876,0.013431716980219166,0.011639941452009002,0.20099437,0.094594841912124,0.39397980178353154,0.17530223937888084
V91,881.2388305664062,0.057500526,0.0005200755957917913,0.009384581387292368,0.1286970566379051,0.2234975,0.07344270348740603,0.2752690158847091,0.1752265677663047
C6,118.8974380493164,0.075142294,0.005060558859491482,0.004348486547769204,0.017363908384404325,0.29206887,0.2559738298350572,0.1275500273473235,0.17323915861057215
V195,0.0,0.0,0.0,0.02182923537798276,0.0,0.0,0.052535240829246106,0.6402962361378888,0.17320786924178372
V222,57.195350646972656,0.0011018448,-3.680787475304204e-05,0.021374404303746042,0.008352869876270845,0.0042827358,0.051055534276674974,0.6269551080649349,0.1726615619929213
V170,39.67230224609375,0.00088918867,-0.00017344717959189015,0.021582628607127896,0.005793785239626788,0.0034561672,0.04556252290165394,0.6330627538628408,0.1719688072955875
C4,209.7748565673828,0.021497771,0.0004149522417616458,0.01697544260373607,0.030635743297317716,0.0835592,0.06921665901104554,0.4979245409992643,0.17033403586882087
dist1,81.71974182128906,0.048434142,0.00412481703521046,0.008718808330877126,0.01193443806243726,0.18825756,0.2183562461469615,0.25574052692193666,0.16857219281631736
DeviceInfo,59.239463806152344,0.017963506,-9.057312397493522e-05,0.018637888751466436,0.008651394337400354,0.06982195,0.048894127455226234,0.5466874954840244,0.16851374089989224
