feature,global_mean,fp_mean,fp_std,deviation,abs_deviation
V255,0.9427868278750522,0.9084312370421562,0.685319436448785,-0.06993612992728644,0.06993612992728644
V227,0.030638624535735653,0.07360055286800277,0.7851286015208389,0.06974480707433448,0.06974480707433448
card1,10041.140967024532,9716.034208707671,4612.264760590107,-0.06637982152362225,0.06637982152362225
V321,78.65016335108517,36.654587827885486,197.53879024790396,-0.06582892256992452,0.06582892256992452
V156,0.9720030254795047,0.9948168624740843,0.1587653854291843,0.06552898524103336,0.06552898524103336
V76,0.6929815648954064,0.7263303386316516,0.6219995043462148,0.06448279466272035,0.06448279466272035
V110,1.0098440974926903,1.0165860400829303,0.12773637473196303,0.06392093146142461,0.06392093146142461
V2,1.0441629694855556,1.0286800276434,0.1919747989654232,-0.06342140300048628,0.06342140300048628
V271,1.6217719603117224,3.0640909378497287,20.48541034905931,0.06242258104360634,0.06242258104360634
V311,4.016906754365844,8.362510189321343,58.211081494105976,0.062263655605139086,0.062263655605139086
V124,1.1447037175014958,1.1136834830684175,0.4294701009398393,-0.06190895209527523,0.06190895209527523
V247,1.007247603887967,1.0196959225984796,0.13897721852851566,0.06088093745626758,0.06088093745626758
V215,99.44998243542193,47.32958793376509,570.8208061017689,-0.06083883308969151,0.06083883308969151
V256,0.9435657759564692,0.9139599170697996,0.6925548515328892,-0.060167696923424906,0.060167696923424906
id_22,14.01365981418137,14.04664823773324,1.1214994295969334,0.05604106676405286,0.05604106676405286
D12,6.122249692371954,8.778507256392537,51.520741490358354,0.05595451473187819,0.05595451473187819
D13,2.4278457005452636,1.079129232895646,12.762838156827634,-0.05500544539402125,0.05500544539402125
V9,1.0405504566442014,1.0532135452660678,0.24791220446574325,0.05428358528296893,0.05428358528296893
V171,1.3555728655129204,1.4671734623358672,1.4435311056084947,0.05378671613801662,0.05378671613801662
V223,0.01933823280387442,0.027988942639944715,0.16705175707666303,0.05315783422588736,0.05315783422588736
C1,9.350966911640194,6.342778161713891,63.62773572558599,-0.05176433146162037,0.05176433146162037
V185,0.08578589087953399,0.11575673807878369,0.48203878168955516,0.05168705796327693,0.05168705796327693
V173,0.008602296203474786,0.013821700069108501,0.11677059679969386,0.0516247178853238,0.0516247178853238
C6,6.8163263002223955,4.577747062888736,47.01665871423478,-0.051222707347035296,0.051222707347035296
V135,34.85140947134682,19.603490629687172,125.81208130931682,-0.05102029575811026,0.05102029575811026
V195,0.9906977794335128,1.0031098825155493,0.14753652996049013,0.05088550656575066,0.05088550656575066
id_19,346.1658256285208,342.74257083621285,83.1539811960717,-0.05065974363062463,0.05065974363062463
V131,47.86139083905843,57.76876298262485,187.54832202243185,0.050555594794104125,0.050555594794104125
C4,1.8536480735146363,3.7380787836903937,45.74300179832558,0.04875960074147523,0.04875960074147523
V226,0.1834704959302785,0.04630269523151347,0.36612310051170194,-0.047723343409148425,0.047723343409148425
V13,0.6978471681286055,0.7221838286109191,0.631754424618966,0.04740495099551703,0.04740495099551703
V224,0.13151804563055283,0.07049067035245335,0.37536473943001414,-0.0468694265002933,0.0468694265002933
V197,0.9876158544157325,0.9958534899792675,0.12041844585252966,0.04682556783246587,0.04682556783246587
id_10,-0.02948713606755399,-0.06979958534899793,2.144930315254263,-0.04551573459670487,0.04551573459670487
V275,71.93113049299042,19.23354954528413,74.44669796893328,-0.04393444908060302,0.04393444908060302
V273,62.12304705329649,15.156317661446213,61.1935486241692,-0.0436701837126123,0.0436701837126123
C11,6.947223445208341,5.0082930200414655,50.372335752020156,-0.04246333416564763,0.04246333416564763
V163,0.3984686332283447,0.7681409813407049,11.552812688805865,0.04225737995828512,0.04225737995828512
D6,12.574705636648943,9.773669661368348,57.61961139724368,-0.04223478744678186,0.04223478744678186
V138,0.0033415743782526726,0.007947477539737388,0.16505789661481524,0.04072542243958876,0.04072542243958876
V274,75.86256431672243,26.198585904213008,163.1132869280222,-0.040263549836842695,0.040263549836842695
id_18,14.968943678666983,14.989633724948169,0.7049499107628601,0.03992586322667733,0.03992586322667733
V53,0.6936814892584189,0.7131997235659986,0.576038346363404,0.0399060979330473,0.0399060979330473
R_emaildomain,17.119540307740937,16.819281271596406,6.243101525896361,-0.03928527942431963,0.03928527942431963
V240,1.0001806256420678,1.0006910850034554,0.02628395178945919,0.0379846601720124,0.0379846601720124
dist1,54.13391133538795,44.700069108500344,193.59210673075003,-0.03750369596200315,0.03750369596200315
id_23,1.996929364084849,1.994125777470629,0.10334893227952864,-0.03734735460856262,0.03734735460856262
V263,77.13064781238667,32.06373069915758,174.98892124852938,-0.036536361135486264,0.036536361135486264
V267,9.995964055676032,2.8093981330940125,19.61350872319496,-0.03644088736742855,0.03644088736742855
V337,24.105483117698245,9.360746371803732,96.36365938417542,-0.034211784770974016,0.034211784770974016
V261,1.0426389406306094,1.0628887353144436,0.46611938723555735,0.03413332493583708,0.03413332493583708
V115,1.04336144319888,1.0507947477539736,0.2420767762503888,0.034110804842775844,0.034110804842775844
V254,1.0097650737742856,1.0186592950932964,0.15665047151667125,0.03384163985104248,0.03384163985104248
V75,0.6518666531197436,0.6686247408431237,0.551280170102592,0.03381583390301706,0.03381583390301706
V277,25.00885223637703,42.30541897751005,528.082375537173,0.03371197728953474,0.03371197728953474
V166,30.519081970725416,15.207325501036628,147.107701967366,-0.0330277319555981,0.0330277319555981
card2,361.15440105666,366.17415342087077,155.06103547974178,0.03229820994644655,0.03229820994644655
V319,36.09846872239126,21.600778754035932,127.36128172267658,-0.03172774590131968,0.03172774590131968
V278,21.34579300221007,36.729229067058995,496.92543438392636,0.03149179917012844,0.03149179917012844
V216,56.160941181986445,38.049199512932496,502.5787034841847,-0.03146307257275009,0.03146307257275009
V231,0.6510086813199218,0.32204561161022804,1.2407770345600468,-0.03094648781490246,0.03094648781490246
V27,0.0009369955182262562,0.0,0.0,-0.030624560641499283,0.030624560641499283
id_11,99.96185706576114,99.94816173086845,0.5248411064244181,-0.030540627345869823,0.030540627345869823
V218,1.133425903974893,0.6734623358673116,2.2031638240497045,-0.02951744065561153,0.02951744065561153
V205,2.890499897165527,1.0121271938147345,11.671622801149848,-0.02933755134381743,0.02933755134381743
V125,1.0828394350933044,1.09364201796821,0.3790317376109222,0.02930813609989422,0.02930813609989422
V233,0.7723552454815367,0.417069799585349,1.7426549975078016,-0.029249225041952934,0.029249225041952934
V28,0.0011966448786985921,0.0,0.0,-0.02909184055433027,0.02909184055433027
V232,0.8077240040189205,0.45473393227366965,1.8166539691605361,-0.02839758111014478,0.02839758111014478
V214,24.168864988647922,12.122103833789733,107.37329203406219,-0.028202656349047575,0.028202656349047575
V89,0.0011401993655524322,0.0,0.0,-0.028192731835658742,0.028192731835658742
C3,0.007439518632663889,0.0031098825155494126,0.05568916206315419,-0.02817268829925488,0.02817268829925488
V245,0.9583770786060216,0.9761575673807878,0.8699291110153385,0.027821467573003824,0.027821467573003824
V217,0.7601291473340784,0.4429854872149274,1.4336449773142526,-0.027785152077655334,0.027785152077655334
V198,0.9905735993045913,0.9982722874913614,0.1353406699279862,0.027510259322393104,0.027510259322393104
id_14,-303.7044061367562,-304.54042847270216,46.99007687300774,-0.027076657752533994,0.027076657752533994
V219,0.9899526986599835,0.6050449205252246,2.0471090576728774,-0.026912486734397945,0.026912486734397945
D7,2.408609069665052,1.7038700760193504,17.50197477036457,-0.026796733884363298,0.026796733884363298
id_36,0.006649281448617649,0.004492052522460262,0.06688362836483291,-0.02654331252410103,0.02654331252410103
V107,0.9993113647396169,1.0,0.0,0.026250752870388284,0.026250752870388284
id_09,0.004493062846434337,0.013476157567380787,0.6605977323090508,0.02569066480879756,0.02569066480879756
V265,99.94397050781728,61.89261977937853,587.0731064578508,-0.024955400747015008,0.024955400747015008
V268,4.712496366944527,2.2393309206656116,16.8606507905268,-0.024077086032291195,0.024077086032291195
id_04,-0.004662399385872817,0.0,0.0,0.023669159838451196,0.023669159838451196
V122,1.0027771192467911,1.0013821700069108,0.03715826578571705,-0.023089370222379824,0.023089370222379824
V68,0.0006434788498662241,0.0,0.0,-0.02306179084413139,0.02306179084413139
V264,113.48876181049143,75.05574463595171,650.8816020799318,-0.022899544027958248,0.022899544027958248
V121,1.0063331865749992,1.0044920525224603,0.0668836283648329,-0.022569962491424966,0.022569962491424966
V253,1.0155902507309693,1.0238424326192122,0.21789527745101786,0.02256249740903887,0.02256249740903887
TransactionDT,14433856.138460843,14451049.47512094,757926.7615581386,0.022365185372144294,0.022365185372144294
id_07,13.972906153689843,13.950932964754665,1.3234350345596952,-0.021899027071898353,0.021899027071898353
V3,1.0709294318194647,1.0777470628887353,0.3270852489165087,0.02156490294538173,0.02156490294538173
id_26,149.0249827841185,149.0794747753974,4.30225629120128,0.021194097199797906,0.021194097199797906
V8,1.0286404533703617,1.0245335176226675,0.16964422649797517,-0.020967776840680644,0.020967776840680644
V236,0.1907745453313916,0.14236351071181755,0.6384787468062726,-0.020909758949175423,0.020909758949175423
id_33,129.4509206263194,129.05494125777471,21.36902941227838,-0.020606889722999615,0.020606889722999615
