lookback_days,n_pre_fraud,n_normal,auc_temporal_drift,auc_device_drift,auc_amount_drift,auc_email_drift,auc_velocity_drift,auc_composite_drift
1,569864,13,0.05937732511616807,0.5004439655777518,0.4295742222975738,0.5415456751354439,0.2964359107544148,0.21785683817677415
3,569864,13,0.05937732511616807,0.5004439655777518,0.4295742222975738,0.5415456751354439,0.2964359107544148,0.21785683817677415
7,569864,13,0.05937732511616807,0.5004439655777518,0.4295742222975738,0.5415456751354439,0.2964359107544148,0.21785683817677415
14,569864,13,0.05937732511616807,0.5004439655777518,0.4295742222975738,0.5415456751354439,0.2964359107544148,0.21785683817677415
30,569864,13,0.05937732511616807,0.5004439655777518,0.4295742222975738,0.5415456751354439,0.2964359107544148,0.21785683817677415
